Line,EngSpd,EngPwr,EngTrq,NetFlo,Air_1s,BSFC  ,CoolOt,OilSmp,Oil_P ,EngSpd,STPPwr,STPTrq,NetFlo,Air_1s,BSFC  ,CoolOt,OilSmp,Oil_P ,EngSpd,Oil_P ,Man_P ,MAP   ,BoostP,FuelP1,FuelP2,Batt_V,------,EngSpd,Exh_1 ,Exh_2 ,Exh_3 ,Exh_4 ,Bear1T,Bear2T,Loss1T,LossT2,EngSpd,OilSmp,CoolOt,------,------,------,------,------,------,EngSpd,NetFlo,GasOut,GasIn ,FuelSG,Air_1s,DeltaT,FuelP1,FuelP2,EngSpd,Accel ,Rate  ,------,------,------,------,------,------,EngSpd,AFR_1 ,AFR_2 ,AFR_3 ,AFR_4 ,AFR_5 ,AFR_6 ,AFR_7 ,AFR_8 ,LineNo,EngBor,EngStr,EngCyl,EngCyc,Displ ,Inrtia,InrCor,------,LineNo,STPCor,Baro_P,AirInT,Humidy,Vap_P ,DenAlt,AirDen,WatGrn,
10,4600,31.0,35.4,6.1,0.0,0.195,84,0,-0.1,4600,32.4,37.0,6.1,0.0,0.195,84,0,-0.1,4600,-0.1,-0.1,98.7,-0.1,54.6,-0.2,13.2,0,4600,1178,0,0,0,78,67,79,66,4600,0,84,0,0,0,0,0,0,4600,6.1,266.0,259.9,0.750,0.0,43,54.6,-0.2,4600,336,300,0,0,0,0,0,0,4600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.740,2.835,1,4,31.1,0.400,1,0,10,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
11,4700,31.0,34.7,7.0,0.0,0.226,84,0,-0.2,4700,32.4,36.2,7.0,0.0,0.226,84,0,-0.2,4700,-0.2,-0.2,98.7,-0.1,54.6,-0.2,13.2,0,4700,1179,0,0,0,78,67,79,66,4700,0,84,0,0,0,0,0,0,4700,7.0,265.0,258.0,0.750,0.0,43,54.6,-0.2,4700,317,300,0,0,0,0,0,0,4700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3.740,2.835,1,4,31.1,0.400,1,0,11,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
12,4800,30.7,33.6,8.8,0.0,0.286,85,0,-0.2,4800,32.1,35.1,8.8,0.0,0.286,85,0,-0.2,4800,-0.2,-0.2,98.6,-0.1,54.6,-0.2,13.2,0,4800,1180,0,0,0,78,67,79,66,4800,0,85,0,0,0,0,0,0,4800,8.8,265.6,256.8,0.750,0.0,43,54.6,-0.2,4800,290,300,0,0,0,0,0,0,4800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3.740,2.835,1,4,31.1,0.400,1,0,12,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
13,4900,31.7,33.9,10.8,0.0,0.341,85,0,-0.2,4900,33.1,35.4,10.8,0.0,0.341,85,0,-0.2,4900,-0.2,-0.2,98.6,-0.1,54.6,-0.2,13.2,0,4900,1181,0,0,0,78,67,79,66,4900,0,85,0,0,0,0,0,0,4900,10.8,266.9,256.1,0.750,0.0,43,54.6,-0.2,4900,310,300,0,0,0,0,0,0,4900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3.740,2.835,1,4,31.1,0.400,1,0,13,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
14,5000,32.7,34.4,10.9,0.0,0.334,85,0,-0.2,5000,34.2,35.9,10.9,0.0,0.334,85,0,-0.2,5000,-0.2,-0.2,98.6,-0.1,54.6,-0.2,13.2,0,5000,1181,0,0,0,78,67,79,66,5000,0,85,0,0,0,0,0,0,5000,10.9,266.0,255.1,0.750,0.0,43,54.6,-0.2,5000,328,300,0,0,0,0,0,0,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,3.740,2.835,1,4,31.1,0.400,1,0,14,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
15,5100,33.2,34.2,10.1,0.0,0.305,84,0,-0.2,5100,34.7,35.7,10.1,0.0,0.305,84,0,-0.2,5100,-0.2,-0.2,98.5,-0.1,54.6,-0.2,13.2,0,5100,1182,0,0,0,78,67,79,66,5100,0,84,0,0,0,0,0,0,5100,10.1,264.0,253.9,0.750,0.0,44,54.6,-0.2,5100,325,300,0,0,0,0,0,0,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3.740,2.835,1,4,31.1,0.400,1,0,15,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
16,5200,33.9,34.2,9.5,0.0,0.281,84,0,-0.2,5200,35.4,35.7,9.5,0.0,0.281,84,0,-0.2,5200,-0.2,-0.2,98.4,-0.1,54.6,-0.2,13.2,0,5200,1182,0,0,0,78,67,79,66,5200,0,84,0,0,0,0,0,0,5200,9.5,262.9,253.4,0.750,0.0,44,54.6,-0.2,5200,328,300,0,0,0,0,0,0,5200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3.740,2.835,1,4,31.1,0.400,1,0,16,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
17,5300,34.9,34.6,10.8,0.0,0.309,84,0,-0.2,5300,36.5,36.1,10.8,0.0,0.309,84,0,-0.2,5300,-0.2,-0.2,98.4,-0.1,54.5,-0.2,13.2,0,5300,1182,0,0,0,78,67,79,66,5300,0,84,0,0,0,0,0,0,5300,10.8,264.3,253.5,0.750,0.0,44,54.5,-0.2,5300,335,300,0,0,0,0,0,0,5300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,3.740,2.835,1,4,31.1,0.400,1,0,17,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
18,5400,35.4,34.4,10.9,0.0,0.308,84,0,-0.2,5400,36.9,35.9,10.9,0.0,0.308,84,0,-0.2,5400,-0.2,-0.2,98.5,-0.1,54.5,-0.2,13.2,0,5400,1183,0,0,0,78,67,79,66,5400,0,84,0,0,0,0,0,0,5400,10.9,265.0,254.1,0.750,0.0,44,54.5,-0.2,5400,322,300,0,0,0,0,0,0,5400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,3.740,2.835,1,4,31.1,0.400,1,0,18,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
19,5500,35.8,34.1,10.5,0.0,0.294,84,0,-0.2,5500,37.3,35.7,10.5,0.0,0.294,84,0,-0.2,5500,-0.2,-0.2,98.5,-0.1,54.5,-0.2,13.2,0,5500,1185,0,0,0,78,67,79,66,5500,0,84,0,0,0,0,0,0,5500,10.5,264.5,254.0,0.750,0.0,44,54.5,-0.2,5500,305,300,0,0,0,0,0,0,5500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,3.740,2.835,1,4,31.1,0.400,1,0,19,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
20,5600,36.5,34.2,10.7,0.0,0.294,84,0,-0.2,5600,38.1,35.7,10.7,0.0,0.294,84,0,-0.2,5600,-0.2,-0.2,98.6,-0.1,54.5,-0.2,13.2,0,5600,1186,0,0,0,78,67,79,66,5600,0,84,0,0,0,0,0,0,5600,10.7,264.4,253.7,0.750,0.0,45,54.5,-0.2,5600,301,300,0,0,0,0,0,0,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,3.740,2.835,1,4,31.1,0.400,1,0,20,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
21,5700,37.7,34.7,12.0,0.0,0.319,84,0,-0.2,5700,39.3,36.2,12.0,0.0,0.319,84,0,-0.2,5700,-0.2,-0.2,98.7,-0.1,54.5,-0.2,13.2,0,5700,1187,0,0,0,78,67,79,66,5700,0,84,0,0,0,0,0,0,5700,12.0,264.5,252.5,0.750,0.0,45,54.5,-0.2,5700,304,300,0,0,0,0,0,0,5700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,3.740,2.835,1,4,31.1,0.400,1,0,21,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
22,5800,39.8,36.1,13.0,0.0,0.326,84,0,-0.2,5800,41.6,37.7,13.0,0.0,0.326,84,0,-0.2,5800,-0.2,-0.1,98.8,-0.1,54.5,-0.2,13.2,0,5800,1187,0,0,0,78,67,79,66,5800,0,84,0,0,0,0,0,0,5800,13.0,264.3,251.3,0.750,0.0,45,54.5,-0.2,5800,333,300,0,0,0,0,0,0,5800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,3.740,2.835,1,4,31.1,0.400,1,0,22,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
23,5900,41.2,36.7,13.2,0.0,0.320,84,0,-0.2,5900,43.0,38.3,13.2,0.0,0.320,84,0,-0.2,5900,-0.2,-0.1,98.8,-0.1,54.5,-0.2,13.2,0,5900,1188,0,0,0,78,67,79,66,5900,0,84,0,0,0,0,0,0,5900,13.2,264.0,250.8,0.750,0.0,45,54.5,-0.2,5900,336,300,0,0,0,0,0,0,5900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,3.740,2.835,1,4,31.1,0.400,1,0,23,1.044,29.30,74.0,30.8,0.26,1901,0.073,40.4,
24,6000,40.5,35.5,13.9,0.0,0.343,84,0,-0.2,6000,42.3,37.0,13.9,0.0,0.343,84,0,-0.2,6000,-0.2,-0.1,98.8,-0.1,54.5,-0.2,13.2,0,6000,1188,0,0,0,78,67,79,66,6000,0,84,0,0,0,0,0,0,6000,13.9,264.3,250.4,0.750,0.0,45,54.5,-0.2,6000,277,300,0,0,0,0,0,0,6000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,3.740,2.835,1,4,31.1,0.400,1,0,24,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
25,6100,42.0,36.2,14.8,0.0,0.353,85,0,-0.2,6100,43.9,37.8,14.8,0.0,0.353,85,0,-0.2,6100,-0.2,-0.2,98.7,-0.1,54.5,-0.2,13.2,0,6100,1189,0,0,0,78,67,79,66,6100,0,85,0,0,0,0,0,0,6100,14.8,264.1,249.3,0.750,0.0,44,54.5,-0.2,6100,289,300,0,0,0,0,0,0,6100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,3.740,2.835,1,4,31.1,0.400,1,0,25,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
26,6200,44.7,37.9,15.0,0.0,0.336,85,0,-0.2,6200,46.7,39.5,15.0,0.0,0.336,85,0,-0.2,6200,-0.2,-0.2,98.7,-0.1,54.5,-0.2,13.2,0,6200,1190,0,0,0,78,67,79,67,6200,0,85,0,0,0,0,0,0,6200,15.0,264.6,249.6,0.750,0.0,44,54.5,-0.2,6200,330,300,0,0,0,0,0,0,6200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,3.740,2.835,1,4,31.1,0.400,1,0,26,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
27,6300,45.5,37.9,15.6,0.0,0.342,85,0,-0.2,6300,47.5,39.6,15.6,0.0,0.342,85,0,-0.2,6300,-0.2,-0.2,98.7,-0.1,54.5,-0.2,13.2,0,6300,1191,0,0,0,78,67,79,67,6300,0,85,0,0,0,0,0,0,6300,15.6,264.8,249.2,0.750,0.0,44,54.5,-0.2,6300,314,300,0,0,0,0,0,0,6300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,3.740,2.835,1,4,31.1,0.400,1,0,27,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
28,6400,45.0,36.9,18.2,0.0,0.405,85,0,-0.2,6400,47.0,38.5,18.2,0.0,0.405,85,0,-0.2,6400,-0.2,-0.2,98.6,-0.1,54.5,-0.2,13.2,0,6400,1195,0,0,0,78,67,79,67,6400,0,85,0,0,0,0,0,0,6400,18.2,265.2,247.0,0.750,0.0,44,54.5,-0.2,6400,274,300,0,0,0,0,0,0,6400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,3.740,2.835,1,4,31.1,0.400,1,0,28,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
29,6500,47.0,37.9,19.0,0.0,0.404,85,0,-0.2,6500,49.0,39.6,19.0,0.0,0.404,85,0,-0.2,6500,-0.2,-0.2,98.6,-0.1,54.5,-0.2,13.2,0,6500,1197,0,0,0,78,67,79,67,6500,0,85,0,0,0,0,0,0,6500,19.0,264.9,246.0,0.750,0.0,45,54.5,-0.2,6500,304,300,0,0,0,0,0,0,6500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,3.740,2.835,1,4,31.1,0.400,1,0,29,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
30,6600,47.7,37.9,18.6,0.0,0.390,85,0,-0.2,6600,49.8,39.6,18.6,0.0,0.390,85,0,-0.2,6600,-0.2,-0.2,98.7,-0.1,54.5,-0.2,13.2,0,6600,1201,0,0,0,78,67,79,67,6600,0,85,0,0,0,0,0,0,6600,18.6,264.6,245.9,0.750,0.0,46,54.5,-0.2,6600,294,300,0,0,0,0,0,0,6600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,3.740,2.835,1,4,31.1,0.400,1,0,30,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
31,6700,48.1,37.7,19.1,0.0,0.396,84,0,-0.2,6700,50.2,39.4,19.1,0.0,0.396,84,0,-0.2,6700,-0.2,-0.1,98.8,-0.1,54.5,-0.2,13.2,0,6700,1204,0,0,0,78,67,79,67,6700,0,84,0,0,0,0,0,0,6700,19.1,264.7,245.7,0.750,0.0,46,54.5,-0.2,6700,281,300,0,0,0,0,0,0,6700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,3.740,2.835,1,4,31.1,0.400,1,0,31,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
32,6800,50.7,39.2,20.2,0.0,0.399,85,0,-0.2,6800,52.9,40.9,20.2,0.0,0.399,85,0,-0.2,6800,-0.2,-0.1,98.9,0.0,54.5,-0.2,13.2,0,6800,1206,0,0,0,78,67,79,67,6800,0,85,0,0,0,0,0,0,6800,20.2,265.8,245.5,0.750,0.0,46,54.5,-0.2,6800,320,300,0,0,0,0,0,0,6800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,3.740,2.835,1,4,31.1,0.400,1,0,32,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
33,6900,52.6,40.1,21.3,0.0,0.404,85,0,-0.2,6900,55.0,41.8,21.3,0.0,0.404,85,0,-0.2,6900,-0.2,-0.1,98.9,0.0,54.5,-0.2,13.2,0,6900,1208,0,0,0,78,67,79,67,6900,0,85,0,0,0,0,0,0,6900,21.3,266.7,245.4,0.750,0.0,46,54.5,-0.2,6900,335,300,0,0,0,0,0,0,6900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,3.740,2.835,1,4,31.1,0.400,1,0,33,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
34,7000,51.7,38.8,21.7,0.0,0.420,85,0,-0.2,7000,54.0,40.5,21.7,0.0,0.420,85,0,-0.2,7000,-0.2,-0.1,98.8,-0.1,54.5,-0.2,13.2,0,7000,1211,0,0,0,78,67,79,67,7000,0,85,0,0,0,0,0,0,7000,21.7,268.1,246.4,0.750,0.0,46,54.5,-0.2,7000,279,300,0,0,0,0,0,0,7000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,3.740,2.835,1,4,31.1,0.400,1,0,34,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
35,7100,53.2,39.4,20.3,0.0,0.382,84,0,-0.2,7100,55.6,41.1,20.3,0.0,0.382,84,0,-0.2,7100,-0.2,-0.1,98.7,-0.1,54.5,-0.1,13.2,0,7100,1215,0,0,0,78,67,79,67,7100,0,84,0,0,0,0,0,0,7100,20.3,267.5,247.1,0.750,0.0,47,54.5,-0.1,7100,289,300,0,0,0,0,0,0,7100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,3.740,2.835,1,4,31.1,0.400,1,0,35,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
36,7200,55.7,40.6,20.0,0.0,0.359,84,0,-0.2,7200,58.2,42.4,20.0,0.0,0.359,84,0,-0.2,7200,-0.2,-0.2,98.7,-0.1,54.5,-0.1,13.2,0,7200,1218,0,0,0,78,67,79,67,7200,0,84,0,0,0,0,0,0,7200,20.0,266.1,246.1,0.750,0.0,47,54.5,-0.1,7200,321,300,0,0,0,0,0,0,7200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,3.740,2.835,1,4,31.1,0.400,1,0,36,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
37,7300,56.3,40.5,22.3,0.0,0.395,84,0,-0.2,7300,58.8,42.3,22.3,0.0,0.395,84,0,-0.2,7300,-0.2,-0.2,98.6,-0.1,54.5,-0.1,13.2,0,7300,1223,0,0,0,78,67,79,67,7300,0,84,0,0,0,0,0,0,7300,22.3,266.7,244.5,0.750,0.0,48,54.5,-0.1,7300,303,300,0,0,0,0,0,0,7300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,3.740,2.835,1,4,31.1,0.400,1,0,37,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
38,7400,56.8,40.3,23.8,0.0,0.419,84,0,-0.2,7400,59.3,42.1,23.8,0.0,0.419,84,0,-0.2,7400,-0.2,-0.2,98.5,-0.1,54.5,-0.2,13.2,0,7400,1229,0,0,0,78,67,79,67,7400,0,84,0,0,0,0,0,0,7400,23.8,267.6,243.8,0.750,0.0,48,54.5,-0.2,7400,289,300,0,0,0,0,0,0,7400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3.740,2.835,1,4,31.1,0.400,1,0,38,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
39,7500,58.0,40.6,22.5,0.0,0.388,84,0,-0.2,7500,60.6,42.4,22.5,0.0,0.388,84,0,-0.2,7500,-0.2,-0.2,98.4,-0.1,54.5,-0.2,13.2,0,7500,1233,0,0,0,78,67,79,68,7500,0,84,0,0,0,0,0,0,7500,22.5,267.1,244.6,0.750,0.0,48,54.5,-0.2,7500,294,300,0,0,0,0,0,0,7500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,3.740,2.835,1,4,31.1,0.400,1,0,39,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
40,7600,58.7,40.6,21.7,0.0,0.370,84,0,-0.2,7600,61.3,42.3,21.7,0.0,0.370,84,0,-0.2,7600,-0.2,-0.2,98.5,-0.1,54.5,-0.2,13.2,0,7600,1239,0,0,0,78,67,79,68,7600,0,84,0,0,0,0,0,0,7600,21.7,264.4,242.7,0.750,0.0,48,54.5,-0.2,7600,283,300,0,0,0,0,0,0,7600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,3.740,2.835,1,4,31.1,0.400,1,0,40,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
41,7700,59.6,40.7,22.3,0.0,0.374,84,0,-0.2,7700,62.2,42.5,22.3,0.0,0.374,84,0,-0.2,7700,-0.2,-0.2,98.6,-0.1,54.5,-0.2,13.2,0,7700,1245,0,0,0,78,67,79,68,7700,0,84,0,0,0,0,0,0,7700,22.3,262.8,240.5,0.750,0.0,49,54.5,-0.2,7700,286,300,0,0,0,0,0,0,7700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,3.740,2.835,1,4,31.1,0.400,1,0,41,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
42,7800,60.9,41.0,23.1,0.0,0.379,84,0,-0.2,7800,63.6,42.8,23.1,0.0,0.379,84,0,-0.2,7800,-0.2,-0.2,98.6,-0.1,54.4,-0.2,13.2,0,7800,1250,0,0,0,78,67,79,68,7800,0,84,0,0,0,0,0,0,7800,23.1,262.9,239.9,0.750,0.0,48,54.4,-0.2,7800,298,300,0,0,0,0,0,0,7800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,3.740,2.835,1,4,31.1,0.400,1,0,42,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
43,7900,61.6,41.0,23.8,0.0,0.386,84,0,-0.2,7900,64.3,42.8,23.8,0.0,0.386,84,0,-0.2,7900,-0.2,-0.2,98.6,-0.1,54.4,-0.2,13.2,0,7900,1255,0,0,0,78,67,79,68,7900,0,84,0,0,0,0,0,0,7900,23.8,263.3,239.5,0.750,0.0,49,54.4,-0.2,7900,296,300,0,0,0,0,0,0,7900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,3.740,2.835,1,4,31.1,0.400,1,0,43,1.044,29.30,74.0,30.8,0.26,1902,0.073,40.4,
