0.014037,0.22398
0.028053,0.2231
0.042048,0.22222
0.056023,0.22134
0.069977,0.22046
0.083708,0.21934
0.097419,0.21849
0.11111,0.21763
0.12478,0.21678
0.13844,0.21593
0.15185,0.21488
0.16524,0.21405
0.17861,0.21322
0.19197,0.2124
0.20531,0.21157
0.21838,0.21059
0.23143,0.20979
0.24447,0.20899
0.25749,0.20819
0.2705,0.20739
0.28322,0.20647
0.29592,0.20569
0.30861,0.20492
0.32128,0.20416
0.33394,0.20339
0.34629,0.20252
0.35863,0.20178
0.37095,0.20104
0.38326,0.2003
0.39555,0.19956
0.40752,0.19875
0.41947,0.19804
0.43141,0.19733
0.44333,0.19662
0.45525,0.19591
0.46681,0.19515
0.47837,0.19447
0.48991,0.19379
0.50144,0.19311
0.51295,0.19243
0.5241,0.19173
0.53524,0.19108
0.54636,0.19043
0.55748,0.18978
0.56859,0.18913
0.5793,0.18847
0.59,0.18785
0.6007,0.18724
0.61139,0.18662
0.62206,0.18601
0.63233,0.18539
0.64258,0.18481
0.65283,0.18422
0.66307,0.18363
0.6733,0.18305
0.6831,0.18248
0.69289,0.18193
0.70267,0.18137
0.71245,0.18082
0.72222,0.18027
0.73154,0.17974
0.74084,0.17922
0.75015,0.17869
0.75944,0.17817
0.76873,0.17765
0.77755,0.17716
0.78636,0.17667
0.79516,0.17618
0.80396,0.17569
0.81276,0.17521
0.82106,0.17475
0.82935,0.1743
0.83764,0.17384
0.84592,0.17338
0.8542,0.17293
0.86197,0.17251
0.86973,0.17209
0.87749,0.17167
0.88524,0.17124
0.89299,0.17082
0.9002,0.17044
0.90741,0.17005
0.91462,0.16966
0.92182,0.16927
0.92902,0.16888
0.93567,0.16853
0.94231,0.16817
0.94895,0.16781
0.95558,0.16746
0.96221,0.1671
0.96827,0.16679
0.97432,0.16646
0.98038,0.16614
0.98643,0.16582
0.99247,0.16549
0.99792,0.16521
1.0034,0.16492
1.0088,0.16463
1.0143,0.16435
1.0197,0.16406
1.0246,0.16381
1.0294,0.16355
1.0343,0.16329
1.0392,0.16304
1.044,0.16278
1.0484,0.16256
1.0527,0.16233
1.057,0.1621
1.0614,0.16188
1.0657,0.16165
1.0696,0.16145
1.0735,0.16125
1.0774,0.16105
1.0813,0.16084
1.0852,0.16064
1.0887,0.16047
1.0922,0.16028
1.0957,0.1601
1.0992,0.15992
1.1027,0.15974
1.1059,0.15958
1.1091,0.15942
1.1122,0.15925
1.1154,0.15909
1.1186,0.15892
1.1215,0.15878
1.1244,0.15863
1.1273,0.15848
1.1302,0.15833
1.1331,0.15818
1.1358,0.15806
1.1385,0.15792
1.1412,0.15778
1.1439,0.15764
1.1466,0.1575
1.1492,0.15738
1.1518,0.15725
1.1543,0.15712
1.1569,0.15699
1.1594,0.15686
1.1619,0.15675
1.1644,0.15662
1.1668,0.1565
1.1693,0.15637
1.1718,0.15625
1.1742,0.15614
1.1767,0.15601
1.1791,0.15589
1.1815,0.15577
1.184,0.15564
1.1865,0.15554
1.1889,0.15541
1.1914,0.15528
1.1939,0.15516
1.1964,0.15503
1.199,0.15493
1.2015,0.1548
1.2041,0.15467
1.2067,0.15454
1.2092,0.15441
1.212,0.1543
1.2147,0.15416
1.2174,0.15402
1.2201,0.15388
1.2229,0.15375
1.2258,0.15363
1.2288,0.15348
1.2317,0.15334
1.2346,0.15319
1.2376,0.15304
1.2408,0.15292
1.244,0.15276
1.2472,0.15259
1.2504,0.15243
1.2536,0.15227
1.2572,0.15214
1.2607,0.15196
1.2643,0.15178
1.2678,0.15161
1.2713,0.15143
1.2753,0.15129
1.2792,0.15109
1.2831,0.15089
1.2871,0.1507
1.291,0.1505
1.2954,0.15034
1.2997,0.15013
1.3041,0.14991
1.3085,0.14969
1.3129,0.14947
1.3178,0.1493
1.3226,0.14906
1.3275,0.14882
1.3324,0.14857
1.3373,0.14833
1.3427,0.14814
1.3482,0.14787
1.3536,0.14761
1.3591,0.14734
1.3645,0.14707
1.372,0.14686
1.3796,0.14649
1.3871,0.14612
1.3947,0.14575
1.4022,0.14539
1.413,0.1451
1.4238,0.14458
1.4346,0.14405
1.4454,0.14353
1.4562,0.14301
1.4699,0.14261
1.4836,0.14195
1.4972,0.1413
1.5109,0.14065
1.5246,0.14
1.5407,0.13951
1.5569,0.13875
1.573,0.13799
1.5892,0.13723
1.6053,0.13648
1.6236,0.13592
1.6418,0.13508
1.66,0.13424
1.6782,0.1334
1.6964,0.13257
1.7164,0.13197
1.7364,0.13107
