Line,EngSpd,EngPwr,EngTrq,NetFlo,Air_1s,BSFC  ,CoolOt,OilSmp,Oil_P ,EngSpd,STPPwr,STPTrq,NetFlo,Air_1s,BSFC  ,CoolOt,OilSmp,Oil_P ,EngSpd,Oil_P ,Man_P ,MAP   ,BoostP,FuelP1,FuelP2,Batt_V,------,EngSpd,Exh_1 ,Exh_2 ,Exh_3 ,Exh_4 ,Bear1T,Bear2T,Loss1T,LossT2,EngSpd,OilSmp,CoolOt,------,------,------,------,------,------,EngSpd,NetFlo,GasOut,GasIn ,FuelSG,Air_1s,DeltaT,FuelP1,FuelP2,EngSpd,Accel ,Rate  ,------,------,------,------,------,------,EngSpd,AFR_1 ,AFR_2 ,AFR_3 ,AFR_4 ,AFR_5 ,AFR_6 ,AFR_7 ,AFR_8 ,LineNo,EngBor,EngStr,EngCyl,EngCyc,Displ ,Inrtia,InrCor,------,LineNo,STPCor,Baro_P,AirInT,Humidy,Vap_P ,DenAlt,AirDen,WatGrn,
no,RPM   ,Hp    ,lbs-ft,lbs/hr,SCFM  ,lb/hph,deg F ,deg F ,0-150p,RPM   ,CHp   ,Clb-ft,lbs/hr,SCFM  ,lb/hph,deg F ,deg F ,0-150p,RPM   ,0-150p,InHg  ,kPa   ,0-150p,0-150p,0-150p,vdc   ,------,RPM   ,deg F ,deg F ,deg F ,deg F ,deg F ,deg F ,deg F ,deg F ,RPM   ,deg F ,deg F ,------,------,------,------,------,------,RPM   ,lbs/hr,lbs/hr,lbs/hr,lb/gal,SCFM  ,deg F ,0-150p,0-150p,RPM   ,RPM/s ,rpm   ,------,------,------,------,------,------,RPM   ,ratio ,ratio ,ratio ,ratio ,ratio ,ratio ,ratio ,ratio ,      ,inches,inches,number,cycles,ci    ,factor,Yes/No,------,      ,Factor,InHga ,degF  ,%     ,InHg  ,Feet  ,lb/cft,grains,
1,3700,21.8,30.9,4.9,0.0,0.223,94,0,-0.3,3700,23.3,33.0,4.9,0.0,0.223,94,0,-0.3,3700,-0.3,-0.6,96.9,-0.3,54.7,-0.4,13.3,0,3700,1141,0,0,0,86,74,88,71,3700,0,94,0,0,0,0,0,0,3700,4.9,284.5,279.7,0.750,0.0,65,54.7,-0.4,3700,221,300,0,0,0,0,0,0,3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.740,2.835,1,4,31.1,0.400,1,0,1,1.070,29.18,83.7,50.1,0.59,2805,0.071,92.0,
2,3800,24.3,33.6,4.0,0.0,0.163,94,0,-0.3,3800,26.0,36.0,4.0,0.0,0.163,94,0,-0.3,3800,-0.3,-0.5,97.0,-0.3,54.7,-0.4,13.3,0,3800,1141,0,0,0,86,74,88,71,3800,0,94,0,0,0,0,0,0,3800,4.0,284.3,280.3,0.750,0.0,65,54.7,-0.4,3800,304,300,0,0,0,0,0,0,3800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.740,2.835,1,4,31.1,0.400,1,0,2,1.070,29.18,83.7,50.1,0.59,2805,0.071,92.0,
3,3900,25.7,34.6,3.5,0.0,0.135,94,0,-0.3,3900,27.5,37.0,3.5,0.0,0.135,94,0,-0.3,3900,-0.3,-0.5,97.0,-0.3,54.7,-0.4,13.3,0,3900,1142,0,0,0,86,74,88,72,3900,0,94,0,0,0,0,0,0,3900,3.5,284.4,281.0,0.750,0.0,65,54.7,-0.4,3900,333,300,0,0,0,0,0,0,3900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.740,2.835,1,4,31.1,0.400,1,0,3,1.070,29.18,83.7,50.1,0.59,2805,0.071,92.0,
4,4000,25.5,33.5,4.2,0.0,0.164,95,0,-0.3,4000,27.3,35.8,4.2,0.0,0.164,95,0,-0.3,4000,-0.3,-0.6,96.9,-0.3,54.7,-0.3,13.3,0,4000,1143,0,0,0,86,74,88,72,4000,0,95,0,0,0,0,0,0,4000,4.2,285.4,281.2,0.750,0.0,64,54.7,-0.3,4000,305,300,0,0,0,0,0,0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.740,2.835,1,4,31.1,0.400,1,0,4,1.070,29.18,83.8,50.1,0.59,2806,0.071,92.0,
5,4100,26.4,33.9,5.8,0.0,0.219,95,0,-0.3,4100,28.3,36.3,5.8,0.0,0.219,95,0,-0.3,4100,-0.3,-0.6,96.8,-0.3,54.7,-0.3,13.3,0,4100,1144,0,0,0,86,74,88,72,4100,0,95,0,0,0,0,0,0,4100,5.8,285.8,280.0,0.750,0.0,64,54.7,-0.3,4100,324,300,0,0,0,0,0,0,4100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3.740,2.835,1,4,31.1,0.400,1,0,5,1.070,29.18,83.7,50.1,0.59,2805,0.071,92.0,
6,4200,27.5,34.4,5.5,0.0,0.199,95,0,-0.3,4200,29.4,36.8,5.5,0.0,0.199,95,0,-0.3,4200,-0.3,-0.6,96.7,-0.3,54.7,-0.4,13.3,0,4200,1146,0,0,0,86,74,88,72,4200,0,95,0,0,0,0,0,0,4200,5.5,284.5,279.0,0.750,0.0,64,54.7,-0.4,4200,338,300,0,0,0,0,0,0,4200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.740,2.835,1,4,31.1,0.400,1,0,6,1.070,29.18,83.7,50.1,0.59,2805,0.071,92.0,
7,4300,28.0,34.2,5.1,0.0,0.181,95,0,-0.3,4300,30.0,36.6,5.1,0.0,0.181,95,0,-0.3,4300,-0.3,-0.7,96.6,-0.3,54.7,-0.4,13.3,0,4300,1147,0,0,0,86,74,88,72,4300,0,95,0,0,0,0,0,0,4300,5.1,283.4,278.3,0.750,0.0,64,54.7,-0.4,4300,330,300,0,0,0,0,0,0,4300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3.740,2.835,1,4,31.1,0.400,1,0,7,1.070,29.18,83.7,50.1,0.59,2805,0.071,92.0,
8,4400,27.2,32.5,4.4,0.0,0.162,95,0,-0.3,4400,29.1,34.8,4.4,0.0,0.162,95,0,-0.3,4400,-0.3,-0.7,96.4,-0.3,54.7,-0.4,13.3,0,4400,1149,0,0,0,86,74,88,72,4400,0,95,0,0,0,0,0,0,4400,4.4,282.9,278.5,0.750,0.0,64,54.7,-0.4,4400,280,300,0,0,0,0,0,0,4400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3.740,2.835,1,4,31.1,0.400,1,0,8,1.070,29.18,83.8,50.1,0.59,2806,0.071,92.0,
9,4500,26.6,31.1,3.5,0.0,0.130,95,0,-0.3,4500,28.5,33.2,3.5,0.0,0.130,95,0,-0.3,4500,-0.3,-0.7,96.3,-0.4,54.7,-0.4,13.3,0,4500,1154,0,0,0,86,74,88,72,4500,0,95,0,0,0,0,0,0,4500,3.5,282.7,279.2,0.750,0.0,65,54.7,-0.4,4500,252,300,0,0,0,0,0,0,4500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3.740,2.835,1,4,31.1,0.400,1,0,9,1.070,29.18,83.8,50.1,0.59,2806,0.071,92.0,
